,title,Achievement_rate,amount,people
12336,【整花银耳】寻味山城菌都”菌中燕窝“古田农家银耳,105%,52664.9,775
12337,从蓝莓蜜到蓝莓干！,100%,50218.7,378
12338,【新疆灰枣】来自新疆的灰枣，分享更多的美好,110%,55413.1,115
12339,CIGA Design相遇爱情表，相遇一刻即是爱,145%,72802.0,105
12340,“漾”系列音乐智能防雾霾口罩 解放双耳自由呼吸,645%,645969.0,455
12341,GEEK智能吉他 - 玩游戏，让你三分钟学会弹吉他,1227%,1227034.0,1203
12342,【千元旗舰新品】荣耀畅玩5X 电信版/双4G版,922%,9225600.0,7688
12343,一枚有温度的书签，寻找爱读书的你,156%,78344.0,409
12344,河南焦作----正宗铁棍山药,109%,54927.8,952
12345,给你的生活写首诗——诗意家居产品系列,122%,61162.0,119
12346,江西老表倾情奉献，生态紫玉淮山,107%,53825.0,848
12347,创新户外骑行新玩法—— 3合1骨传导智能音乐头盔,1455%,1455677.0,3960
12348,入窑一色  出窑万彩  2016年生肖瓷《神猴》,105%,52724.0,153
12349,【互联网+富平柿饼】探寻回乡路，让家更温暖！,105%,52947.0,1180
12350,阿胶世家传承纯手工制作 千里之外的味道,110%,55014.0,851
12351,“先旅游后付费，不满意不买单”千人创新诚信旅游活动,560%,560674.0,5405
12352,斋食首选，社坡腐竹,111%,55624.0,517
12353,【为爱众筹】树欲静而风轻,136%,68362.0,512
12354,采用iPhone6 Plus原装电芯的超薄移动电源,1235%,1235194.0,14089
12355,一个受众多明星追捧的手袋品牌——mata hari,626%,313356.0,410
12356,同道大叔原创星座形象周边系列,4417%,220891.0,2334
12357,大圣之如意金箍系列文具,140%,70496.0,387
12358,【ONEMINI能量插头】拒绝一成不变玩转私人定制,490%,490000.0,1580
12359,【寻觅-广东】竹林守望者的天然甜沙糖桔,112%,56117.8,482
12360,最好的时光——青花.竹茶盘,107%,53818.0,299
12361,云栖小溪睡眠生态：监测与改善睡眠的联动解决方案,194%,194218.0,230
12362,远大移动净化器，你的随身净化空气专家！,141%,141907.0,550
12363,一款支持Lightning接口输入的移动电源,170%,170410.0,1060
12364,可洗 防撕 不砍树的新型笔记本 18种内页可选,143%,71859.4,837
12365,“免费午餐”进高中,2206%,132360.0,7172
12366,卡通萌宠台历义卖—温暖流浪动物  找到属于它们的家,479%,23979.0,1410
12367,"闹铃&手电,舒适家居.台灯&电源，Z型便携月光盒",101%,101344.0,437
12368,刀刀狗的秘密花园：国内第一款自主涂鸦式保护壳,130%,10440.0,125
12369,可自拍可美图可社交可装饰的智能耳机：实力派+偶像派,154%,154061.0,491
12370,一款温柔的电动牙刷——Giggo创新顺齿刷,153%,153713.0,587
12371,"【大布江拼布绣】传承千年,让世界说布,让非遗不遗!",104%,52454.0,452
12372,永兴冰糖橙，橙中之王—最甜的橙子、挑战最挑剔的味蕾,122%,61310.0,861
12373,《闪亮的爸爸》首播点映礼11月26日“闪亮”北京,294%,32507.0,527
12374,【富硒海鸭蛋】我们是有身份的海鸭蛋 吃海鲜的鸭蛋,107%,53760.0,3268
12375,新年送礼新惊喜—十二生肖模型立体贺卡,107%,53559.0,140
12376,万人众筹，只为传承百年传统工艺,126%,63218.0,698
12377,来自莲花乡的荷花粉——自然天成，粒粒见甄心！,117%,58616.0,137
12378,失能老人关爱大行动,256%,25640.0,1065
12379,寻味澜沧江畔深山老柿饼(柿子饼),121%,60974.0,1406
12380,【北参南葛】龙虎山葛根粉 来自道教祖庭的问候,108%,54108.0,696
12381,三亚海鲜排档诚信管理基金,804%,402399.0,348739
12382,【松茸保卫战】源自香格里拉，野生，稀缺，国家专利！,241%,120581.4,1157
12383,平凡的女人酿出非凡的美酒——尚金楠女庄主的红酒故事,195%,97852.0,460
12384,小王子携手ame数码 暖手宝/移动电源官方正品,516%,25820.0,200
12385,crazybaby疯童火星悬浮Hi-Fi音响,1737%,3474630.0,2551
12386,SOYES J1 全金属 超薄迷你 卡片手机,367%,367974.0,1918
12387,源自湘西大山的美味 野生葛根粉 需要您的支持,103%,51716.0,887
12388,来自山野的健康，深山野生葛粉，需你助力！,101%,50822.0,397
12389,冬笋——来自深山的美味,113%,56905.0,205
12390,【云泉苦荞茶】谷中之王，喝出健康,100%,50244.2,658
12391,【环山苹果】让苹果走出大山一场雪后的环山红富士苹果,337%,168782.0,2717
12392,【藏食佳品】西藏林芝野生金耳,107%,53625.0,919
12393,江西老表在军峰山种植原生态南丰蜜桔,101%,50514.8,1108
12394,秭归脐橙，中国脐橙之乡，刘大叔果园记,105%,52823.0,532
12395,理想第一季——来自丝绸之路上的百花池红提葡萄,104%,52258.0,657
12396,我拥有行车定位，汽车诊断功能 当然也是行车记录仪！,103%,103396.0,204
12397,wipolm 3D无线充电 享受无限,110%,110405.0,896
12398,让我带你看世界，助力导盲犬成长计划,1165%,116580.0,3907
12399,爱尔威新一代站坐两用智能平衡车S6---安全更舒适,6942%,6942108.0,12791
12400,满汉全席第12道佳肴 酱牛鞭 牛宝 牛蹄筋,119%,59963.0,93
12401,《插画圈-宴Ⅲ》——以画画的名义坚持梦想,751%,75122.0,555
12402,【Apex玩美支架】优雅与实力并存的桌面艺术派,316%,632464.0,3176
12403,Steamfactory原创手办蒸汽朋克洛克汪,101%,50663.0,94
12404,【寻味】荆州鱼糕——寻找那一份千年手口传承的味道。,110%,55148.4,828
12405,智能车载风口空气净化器,112%,112079.0,1080
12406,【众筹知食协会，臻品放心黑蒜】知本源，食心安！,202%,101472.0,1128
12407,关爱健康、关注您－－CAREAIR空气净化器,123%,247355.0,149
12408,给你一种说走就走的生活——必达i8智能锁,820%,1640044.0,296
12409,你从未品尝过的太行山野生黑枣，口感就是不一样,125%,62897.3,1794
12410,甜到心窝，一起分享小时候的味道，［口感就是不一样］,115%,57629.8,2089
12411,cool 2天鹅雨伞——十年只是眨眼，百年方可传世,310%,310857.0,1643
12412,一款可以看流水、落花，品茶、闻香、参禅的茶盘！,159%,79983.0,107
12413,全球食补佳品 虫草牛鞭汤,105%,52542.0,418
12414,自定义定时充电数据线,104%,312203.0,1350
12415,开启线性新生活，可借电可存储的U+多功能魔性数据线,4104%,4104899.4,100752
12416,嘿酷A3智能平衡车——开启触控音乐时代之旅！,200%,1002922.0,478
12417,森呼吸就是 空气可乐——开启移动净化+,1302%,1302518.0,5318
12418,第四代脸蛋智能肌肤测试仪,136%,136041.0,1664
12419,30年养蟹人：真正的阳澄湖大闸蟹,121%,60686.0,165
12420,极米Z4极光家用智能无屏电视 一家人的大屏影音中心,2060%,10302636.0,6991
12421,【恒企教育】2016年会计考证名师助你轻松过关,732%,7321.2,38
12422,用众筹，连接世界--中国众筹产业地图解读,121%,60788.0,419
12423,小X智能背包-防丢、定位、自拍、录音、温湿度提示,364%,364700.0,3700
12424,数千次敲击的艺术—锤起铜器,235%,117510.0,177
12425,穷游 X SympaTex防风防水城市旅行风衣,148%,148338.0,131
12426,河图音乐专辑《NL不分》,493%,1893680.0,18210
12427,修复颈椎缓解疼痛的记忆枕,296%,296294.0,889
12428,《小飞侠：幻梦启航》邀你一起畅游梦幻岛,304%,30443.0,497
12429,零铅工程II,100%,10044.0,240
12430,未加工黑葡萄干——越黑越健康！,120%,60021.9,1260
12431,CradleChair摇篮椅，美好的事物不可辜负。,1754%,877274.0,936
12432,为村卫生所筹医疗床,139%,13970.0,472
12433,【正版授权】 《名侦探柯南》冰尚&动态读数手表系列,251%,25174.0,396
12434,【拒绝假蜜】沂蒙山深山农户手中的纯蜂蜜,108%,54324.0,643
12435,【舌尖上的中国推荐美食】绿色健康 柳州景蕴螺蛳粉,106%,106024.0,643
12436,【少鲜队】温县垆土铁棍山药，亚健康者的“好闺蜜”,434%,217078.0,839
12437,1kg护颈记忆枕 一款好枕头 智能记录睡眠,407%,407095.0,1348
12438,红点在中国：[童·摇]  可拆卸木马小板凳,116%,58306.0,94
12439,执着11福音怒火i80插拔式四喇叭四驱动6.1声道,316%,316040.0,2860
12440,肖叔叔家的橙子——为孩子种植的美味橙,102%,102831.0,345
12441,《画江湖之不良人》正版周边众筹。不良人，甚幸有你！,109%,10930.0,263
12442,T.V.G 携手亚洲动物基金拯救月熊关爱动物,109%,32743.0,341
12443,刀刀记忆手账·时光物语,137%,6856.0,123
12444,Tredy/创迪阿里云APP智能WIFI空气炸锅,117%,117198.0,103
12445,【化妆镜贝壳暖手宝】冬日里的治愈系，补妆也能暖你心,107%,107176.0,250
12446,客家风情，90后赣州新农人邀您品“赣南血橙”,105%,52857.6,594
12447,古法耕种“稻花香“绿色梅河有机大米,109%,54558.0,327
12448,Ola，你的第一把智能锁,5276%,5276777.0,12393
12449,世界非遗龙泉青瓷创意精品,236%,118220.0,273
12450,给游子一份家的味道——倪老腌深海丁香鱼辣椒酱,105%,105812.0,1024
12451,原创熊喵星人 欧潘迪O PanDee十二生肖系列,206%,20613.0,254
12452,idw x 寂地限量版 寻找幸福的孩子，都该被祝福,880%,88043.0,694
12453,遇见最美的自己——现做纯手工阿胶固元膏,100%,50274.0,513
12454,【秋补上品】稀有纯品云南·呈贡宝珠秋梨膏 地道原味,110%,55143.0,697
12455,idw x 東方荟限量座椅 为新中式家居撑腰,303%,151901.0,99
12456,一份健康 一份感恩 一份营养 一罐金枪鱼,110%,55245.04,1221
12457,【高生源桂花蜂蜜】蜜中之王，自然看的见,101%,50838.0,981
12458,小巨蛋T1轻便型茶具：一款跨国合作的中国好设计,2548%,1274138.0,3851
12459,我有吸星大法、乾坤大挪移-会功夫的智能防偷拍充电宝,136%,136543.0,1206
12460,59元拥有VJJB精心打造的木质耳机，享受原始之声,1504%,1504387.0,8893
12461,重新定义BB机，让爱变得简单,277%,277470.0,2346
12462,来！与自闭症儿童进行艺术“绘话”,124%,22970.0,747
12463,你欠孩子一段亲子时光：《乐涂》原创涂鸦系列,108%,54069.0,371
12464,一款更优雅的智能手表-OWatch D2,113%,113772.0,172
12465,智能月亮灯时钟——灯光在你身边，时间在你眼前！,173%,173223.0,781
12466,中国最北高山红茶鸭，茶香鸭肉不一样的感觉,141%,70673.0,932
12467,bipbip儿童智能手表 四重定位技术支持国际漫游,268%,268727.0,673
12468,“虾王子”的陶艺人生——千年坭兴陶，原创精品,800%,800100.0,3343
12469,Hi！麦田说精选传统工艺莆田桂圆干来啦！,105%,52794.4,626
12470,氢养道饮水管家-优化水质的智能水杯,669%,334552.0,1107
12471,寻找草原上留传的美味【内蒙古风干牛肉干】,107%,53685.0,435
12472,泰勒·斯威夫特潮牌新品众筹 演唱会合影机会等你来,663%,66362.0,490
12473,舒兰新米香 忆回儿时味,101%,50866.0,394
12474,tenda腾达 1900M双频无线路由器,129%,129977.0,118
12475,返乡创业召集计划，为您找寻黄山头茬冬笋！,1109%,554540.0,5040
12476,捐助“山村幼儿园”，给贫困儿童一个美好未来,304%,91470.0,2716
12477,有机丑苹果，为老乡们添点家用,108%,54388.0,595
12478,【藏于深山的百香果】55岁山村教师和村民的励志故事,150%,75153.0,1619
12479,【寻找】古老的五谷养生粉,120%,60209.0,655
12480,源自云南味道---鲜花饼,115%,57831.0,309
12481,《夏洛特烦恼》定制周边特别来袭，为你充满魅力电能！,121%,12199.0,212
12482,和姚明看球，约姚明品酒,124%,124728.0,711
12483,【把坐出来的问题坐回去】一款神奇的坐垫,1891%,1891640.0,15418
12484,保视力“会唱歌”的护眼台灯，预防近视，好音乐伴学习,500%,500354.0,3238
12485,Lovefit 智能手表，超高性价比，感觉棒极了,172%,172361.0,1285
12486,传承古方草木为友,115%,57643.0,181
12487,种子[SEED]花器-寓意希望的桌面精灵,119%,59914.0,119
12488,恶棍机车 —— 你的第一辆复古机车,708%,673054.0,266
12489,《文化苦旅》系列香器之龙窑紫砂香炉,277%,138621.0,470
12490,GE Bright Stik小白：LED灯泡新定义,514%,514186.3,3303
12491,山东济南长清大学城万众师生齐众筹一家最具梦想的书吧,102%,102260.0,853
12492,超级营养代餐粉 — 全食粉,108%,217050.0,200
12493,Bx Umbrellas马六甲藤竹伞——品味生活,533%,533920.0,2760
12494,【一鸽胜九鸡】百年传承古法烧鸽，冬季劲补之选,118%,59100.8,692
12495,走进退伍军人的果园，尝尝农家肥培育的阿克苏冰糖心,591%,295692.0,1243
12496,【走进汕尾】寻找新鲜甜美多汁的农家红心火龙果,102%,102095.5,386
12497,一款智能通人性的路由器,1019%,1019325.0,3922
12498,国际品牌　小王子官方授权　大公豹金属钥匙扣挂件,411%,41182.0,748
12499,苹果相册充电宝,134%,134191.0,799
12500,SAFEOK掌控智能保——安全，就这么简单,176%,176204.0,305
12501,O2智能心率手环 有氧运动的指导者,277%,277103.0,697
12502,时光之门音乐灯——对音乐和光的一次重新定义！,101%,101901.0,471
12503,【阿里+GGMM】无线智能音箱E3卧室WiFi音箱,760%,760869.0,1735
12504,竹质笔记本便携支架“15°角”,108%,54323.0,261
12505,贝尔顺智能按摩器，消除酸痛疲劳,228%,228672.0,1106
12506,Sweetips|秘镜 智能化妆镜,103%,103654.0,386
12507,【野生蜂巢蜜】——来自深山【放养】,103%,103763.0,617
12508,踩或不踩，它都不费劲！-城市电动沙滩车,247%,123972.0,28
12509,吃羊就要纯天然,100%,100328.0,286
12510,UCVR KIT 真正能玩的虚拟现实套装,300%,300488.0,418
12511,传承百年经典，品滋补养颜美味------五香驴鞭,102%,51200.0,278
12512,【一起寻美味】寻找小时候的味道，手工酿制外婆萝卜干,160%,160848.0,1814
12513,地标特产——营养价值很高的金丝小枣,104%,104077.0,1040
12514,"树熊P1+""不倒翁""店铺管家+客流雷达系统",120%,120758.0,242
12515,南丰蜜桔，果真好吃。,104%,104206.0,1744
12516,《长江七号超萌特攻队》全民“萌起来”,227%,22727.0,687
12517,【米子家居】前200名返现 小王子治愈系家居装饰,130%,13096.0,64
12518,脐橙中的拉菲——坳背岗曾家橙，赣南小产区的特供果,105%,105636.4,5958
12519,VH「及」超薄无线充电器--从此爱上无线充电,688%,688812.9,6467
12520,益佑盛智能路由wifi插座防雷排插接线板,205%,205330.0,1601
12521,专为孕妇和老人研制的智能马桶盖-taka Y1,150%,150740.0,145
12522,【酵藏365天】无添加红糖玫瑰原酱 即将出窖,124%,62424.9,563
12523,【秘炼枇杷膏】取食材祛病害  川贝枇杷膏 秋季食补,105%,105754.0,1827
12524,【河南温县】太极故里的神食，特级垆土铁棍山药,116%,116746.0,1533
12525,【咸阳农户果园】这就是小时候苹果的味道 富士王,161%,161640.0,1990
12526,【给父母孩子最好的圣诞礼物】小白空气质量监测灯,185%,185094.0,1021
12527,吐纳—母婴级随身智慧洗气机,108%,108594.0,356
12528,雕塑家原创作品，纯青铜打造—思想者的独白与对话,129%,64893.0,97
12529,Woody 26度感温木质3D灯,609%,304708.0,2416
12530,【四 时】暖心时钟 / 小时钟 大挂钟,186%,93408.0,308
12531,【创意无限】惊呆了，手机壳还能这样玩？自拍新玩法,103%,103515.0,1563
12532,帮贝怡嘘嘘扣，纸尿裤一秒变智能,625%,625789.0,3489
12533,蚊子会电商实战白皮书（2015年第三期）,122%,122330.0,2118
12534,inWatch Run 智慧马拉松腕表,1508%,1508122.0,1078
12535,正真会漂浮的魔法宝盒，用魔法把爱带回您身边,100%,50158.0,326
12536,BULU BLUE智能时尚口罩 防PM2.5,440%,440374.0,1812
12537,【红谷米】只为健康，留爱，别留债,102%,102022.0,1909
12538,【imu幻响】萌猴百变指环扣多功能手机支架车载支架,716%,71656.5,4254
12539,青梦——古典林中仙子  蔓延东方意境,102%,51482.0,156
12540,一参一世界 父爱如山 大连海参,115%,115222.0,435
12541,让你尖叫的情话松子,100%,100552.0,375
12542,倾蓝系列书籍——《新锐人物“话”插画》,308%,30874.2,400
12543,Ticwatch缎金--中文语音交互智能手表,5273%,5273692.0,3050
12544,DOGCARE逗爱智能乖乖圈,353%,353721.0,1039
